id,from_pms,sikka_sub_task,sikka_sub_task_operation,last_updated,category,health_category,office,name,procedure_code,procedure_code_description,abbreaviation,procedure_code_category,procedure_code_category_id,explosion_code,submit_to_insurance,allow_discount,procedure_code_effect_on_patient_balance,procedure_code_effect_on_provider_production,procedure_code_effect_on_provider_collection,procedure_code_type,notes,patient_friendly_description,link,price,tooth_quad,estimated_cost,insurance_estimate,discount
4388,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58620,!!!Skin Grafts,,,,,,,,,,,,,,,,,,
4389,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58610,!!!Stent For Ridge Extension,,,,,,,,,,,,,,,,,,
4390,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58600,!!!Stents,,,,,,,,,,,,,,,,,,
4393,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58540,!!!Cast Labial And Lingual Bar Splint,,,,,,,,,,,,,,,,,,
4394,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58530,!!!Gunning (Upper And Lower),,,,,,,,,,,,,,,,,,
4395,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58520,!!!Cast Capped,,,,,,,,,,,,,,,,,,
4396,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58500,!!!Splints,,,,,,,,,,,,,,,,,,
4399,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58300,!!!Maxillofacial Prosthesis Fixed,,,,,,,,,,,,,,,,,,
4402,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58218,!!!Chrome-Cobalt Mandibular Mesh Prosthesis,,,,,,,,,,,,,,,,,,
4403,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58216,!!!Condylar Guide Plane(Prosthesis Extra),,,,,,,,,,,,,,,,,,
4404,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58212,!!!Inflatable Obturator (Prosthesis Extra),,,,,,,,,,,,,,,,,,
4405,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58211,!!!Hollow Bulb Obturator (Prosthesis Extra),,,,,,,,,,,,,,,,,,
4406,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58210,!!!Resilient Obturator(Prosthesis Extra),,,,,,,,,,,,,,,,,,
4407,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58209,!!!Temporary Palatal Obturator(PUD Extra),,,,,,,,,,,,,,,,,,
4409,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58207,!!!Post-Maxillectomy Obturator (PUD Extra),,,,,,,,,,,,,,,,,,
4410,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58206,!!!Palatal Obturator (PUD Extra),,,,,,,,,,,,,,,,,,
4411,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58205,!!!Cleft Palate Obturator (PUD Extra),,,,,,,,,,,,,,,,,,
4412,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,58204,!!!Temporary (Edentulous) Palatal Obturator,,,,,,,,,,,,,,,,,,
4425,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57505,!!!Prosthesis Splint Scaffolding Rhinoplastic +L,,,,,,,,,,,,,,,,,,
4426,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57504,!!!Prosthesis Bar Splint Cast Labial & Lingual +L,,,,,,,,,,,,,,,,,,
4427,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57503,!!!Prosthesis Splint Gunning (Upper and Lower)+L,,,,,,,,,,,,,,,,,,
4428,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57502,!!!Prosthesis Splint Cast Capped +L,,,,,,,,,,,,,,,,,,
4429,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57501,!!!Prosthesis Splint Stout +L,,,,,,,,,,,,,,,,,,
4431,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57401,!!!ProsthesisTMJ Joint Exerciser Trismus Therapy+L,,,,,,,,,,,,,,,,,,
4432,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57372,!!!Gingival Prosthesis +L,,,,,,,,,,,,,,,,,,
4433,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57371,!!!Palatal Lift ProsthesisModification(Relines or Repa,,,,,,,,,,,,,,,,,,
4434,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57361,!!!Palatal Augmentation Prosthesis +L,,,,,,,,,,,,,,,,,,
4446,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57303,!!!Retention Spiral Spring (Prosthesis Extra)+L,,,,,,,,,,,,,,,,,,
4447,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57302,!!!Velar Lift Button Mechanical(Prosthesis&Obturator Ex,,,,,,,,,,,,,,,,,,
4448,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57301,!!!Velar Bulb (Prosthesis and Obturator Extra)+L,,,,,,,,,,,,,,,,,,
4449,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57209,!!!Speech Aid Prosthesis,,,,,,,,,,,,,,,,,,
4450,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57208,!!!Obturator ProsthesisModification(Relines or Repairs,,,,,,,,,,,,,,,,,,
4454,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57204,!!!Obturator Temporary Palatal (Prosthesis Extra),,,,,,,,,,,,,,,,,,
4455,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57203,!!!Obturator Post-Maxillectomy (Prosthesis Extra),,,,,,,,,,,,,,,,,,
4456,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57202,!!!Obturator Palatal (Prosthesis Extra),,,,,,,,,,,,,,,,,,
4459,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57108,!!!Ocular Conformer Prosthesis (Temporary post-surgic,,,,,,,,,,,,,,,,,,
4460,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57107,!!!Prosthesis Facial Moulage Impression Sectional,,,,,,,,,,,,,,,,,,
4461,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57106,!!!Prosthesis Facial Moulage Impression Complete,,,,,,,,,,,,,,,,,,
4462,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57105,!!!Prosthesis Facial Complex +L,,,,,,,,,,,,,,,,,,
4463,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57104,!!!Prosthesis Facial Patch +L,,,,,,,,,,,,,,,,,,
4464,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57103,!!!Prosthesis Facial Ear +L,,,,,,,,,,,,,,,,,,
4465,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57102,!!!Prosthesis Facial Nose +L,,,,,,,,,,,,,,,,,,
4466,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57101,!!!Prosthesis Facial Orbital +L,,,,,,,,,,,,,,,,,,
4467,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56523,!!!Tissue Conditioning Combined Partial Dentures,,,,,,,,,,,,,,,,,,
4469,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56413,!!! DentureRemakePartialUse Existing FramewrK,,,,,,,,,,,,,,,,,,
4470,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56343,!!! DentureRebasePartialProcessed3 Appts,,,,,,,,,,,,,,,,,,
4471,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56333,!!! DentureRebaseCompleteProcessed3 Appts,,,,,,,,,,,,,,,,,,
4472,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56323,!!! Denture Rebase Partial Denture-Combined,,,,,,,,,,,,,,,,,,
4473,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56313,!!! Denture Rebase Complete Denture-Combined,,,,,,,,,,,,,,,,,,
4474,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56273,!!!Tissue Conditioning Mand. Partial Denture Per Appoi,,,,,,,,,,,,,,,,,,
4475,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56272,!!!Tissue Conditioning Max. Partial Denture Per Appoin,,,,,,,,,,,,,,,,,,
4476,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56271,!!!Tissue Conditioning Mand. Complete Denture Per Appo,,,,,,,,,,,,,,,,,,
4477,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56270,!!!Tissue Conditioning Max. Complete Denture Per Appoi,,,,,,,,,,,,,,,,,,
4478,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56265,!!!Remake Mandibular Partial Using Existing Framework,,,,,,,,,,,,,,,,,,
4480,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56263,!!! DenturePartRelineProc'dFunc'l Impress'n3Apts,,,,,,,,,,,,,,,,,,
4481,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56260,!!!Rebase Maxillary Complete Denture,,,,,,,,,,,,,,,,,,
4482,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56253,!!! DentureCompRelineProc'dFunc'l Impress'n3Apts,,,,,,,,,,,,,,,,,,
4483,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56243,!!! DentureReline Processed Partial Denture,,,,,,,,,,,,,,,,,,
4484,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56233,!!! Denture Reline Processed Complete Denture,,,,,,,,,,,,,,,,,,
4485,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56230,!!!Reline Maxillary Partial Denture (Processed),,,,,,,,,,,,,,,,,,
4486,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56223,!!! DentureRelineDirect Partial Denture-Max+Mand-Comb,,,,,,,,,,,,,,,,,,
4487,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56220,!!!Reline Maxillary Complete Denture (Processed),,,,,,,,,,,,,,,,,,
4808,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,31333,!!!,,,,,,,,,,,,,,,,,,
4488,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56213,!!! Denture Reline Direct Complete Denture,,,,,,,,,,,,,,,,,,
4489,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56210,!!!Reline Maxillary Partial Denture (Transitional),,,,,,,,,,,,,,,,,,
4490,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56201,!!!Reline Mandibular Complete Denture(Transitional Meas,,,,,,,,,,,,,,,,,,
4491,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56200,!!!Reline Maxillary Complete Denture(Transitional Measu,,,,,,,,,,,,,,,,,,
4492,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56123,!!! DentureReplica'nPartlProvisionalNo Impress'n,,,,,,,,,,,,,,,,,,
4493,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56113,!!! DentureReplicationCompProvisionalNo Impress'n,,,,,,,,,,,,,,,,,,
4494,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56101,!!!Duplicate Mandibular Complete Denture,,,,,,,,,,,,,,,,,,
4495,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56100,!!!Duplicate Maxillary Complete Denture,,,,,,,,,,,,,,,,,,
4496,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,55700,!!!Denture Prophylaxis And Polishing,,,,,,,,,,,,,,,,,,
4498,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,55530,!!!Mandibular Partial Denture Additions,,,,,,,,,,,,,,,,,,
4499,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,55520,!!!Maxillary Partial Denture Additions,,,,,,,,,,,,,,,,,,
4500,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,55403,!!! DentureRepair/AdditionPartialImpres Req'd-Mx+Man,,,,,,,,,,,,,,,,,,
4501,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,55204,!!!Repair Broken Partial Mand. Denture Impressions Nee,,,,,,,,,,,,,,,,,,
4502,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,55203,!!! Denture Repair Complete Impression Req'd-Mx+Mn+L,,,,,,,,,,,,,,,,,,
4506,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,54503,!!! Denture AdjPartialRemount & Equilib'n-Max+Mand+L,,,,,,,,,,,,,,,,,,
4507,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,54403,!!! Denture AdjCompleteRemount & Equilib'n-Max+Mand+L,,,,,,,,,,,,,,,,,,
4508,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,54303,!!! Denture AdjPartl OR CompRemount & Equilib'n-Mx+Mn,,,,,,,,,,,,,,,,,,
4509,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,54300,!!!Remount And Occlusal Equilibration,,,,,,,,,,,,,,,,,,
4510,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,54250,!!!Minor Adjustments,,,,,,,,,,,,,,,,,,
4511,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53713,!!!Combined Immediate Removable Partial Overdenture,,,,,,,,,,,,,,,,,,
4512,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53704,!!!Altered Cast Impression TechniqueW/53701/53702/53703,,,,,,,,,,,,,,,,,,
4513,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53703,!!!Combined Removable Partial Overdentures,,,,,,,,,,,,,,,,,,
4514,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53702,!!!Mandibular Removable Partial Overdenture,,,,,,,,,,,,,,,,,,
4515,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53701,!!!Maxillary Removable Partial Overdenture,,,,,,,,,,,,,,,,,,
4516,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53503,!!! DenturePartialCastSemi-Prec'n Attachments-Mx&MN,,,,,,,,,,,,,,,,,,
4518,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53304,!!! Altered Cast Impression Tech in with 53301 53302 +L,,,,,,,,,,,,,,,,,,
4519,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53302,!!! Mandibular Complete plus Maxillary Partial +L,,,,,,,,,,,,,,,,,,
4520,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53301,!!! Maxillary Complete plus Mandibular Partial +L,,,,,,,,,,,,,,,,,,
4522,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53213,!!! DenturePartlToothBrneCastFrmClasps&RestsImmd,,,,,,,,,,,,,,,,,,
4523,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53203,!!! DenturesParitlToothBorneCastFrameClasps&Rests,,,,,,,,,,,,,,,,,,
4524,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53113,!!! DenturePartlFreeEndImmdCastFrameClasps&Rests,,,,,,,,,,,,,,,,,,
4525,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53103,!!! DenturePartialFreeEndCast FrameClasps & Rest,,,,,,,,,,,,,,,,,,
4526,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52800,!!!Removable Unilateral Crome Cobalt Partial Denture,,,,,,,,,,,,,,,,,,
4527,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52630,!!!Mandibular Removable Partial With Stress Breaker Att,,,,,,,,,,,,,,,,,,
4529,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52610,!!!Mandibular Removable Partial Metal Precision Attachm,,,,,,,,,,,,,,,,,,
4530,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52600,!!!Maxillary Removable Partial Metal Precision Attachme,,,,,,,,,,,,,,,,,,
4531,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52535,!!!For Altered Cast Impression Technique With 52530/525,,,,,,,,,,,,,,,,,,
4532,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52531,!!!Mandibular Complete Denture With Maxillary Partial D,,,,,,,,,,,,,,,,,,
4533,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52530,!!!Maxillary Complete Denture With Mandibular Partial,,,,,,,,,,,,,,,,,,
4534,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52525,!!!For Each Altered Cast Impression Technique,,,,,,,,,,,,,,,,,,
4535,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52520,!!!Maxillary And Mandibular Removable Partial Denture,,,,,,,,,,,,,,,,,,
4536,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52513,!!!Partial Overdentures Immediate Cast/Clasps/Rests,,,,,,,,,,,,,,,,,,
4537,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52510,!!!MandibularChrome Cobalt Base With Lingual Connector,,,,,,,,,,,,,,,,,,
4538,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52503,!!!Partial Overdentures Cast/Clasps/Rests max/man,,,,,,,,,,,,,,,,,,
4539,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52502,!!!Partial Overdenture Mandibular Cast/Clasps/Rests,,,,,,,,,,,,,,,,,,
4540,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52501,!!!Partial Overdenture Maxillary Cast/Clasps/Rests,,,,,,,,,,,,,,,,,,
4542,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52413,!!! DenturePartialAcrylicPalatal/Lingual Bar-Mx&Mn,,,,,,,,,,,,,,,,,,
4543,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52410,!!!MandibularChrome Cobalt Lingual/Labial Connectors,,,,,,,,,,,,,,,,,,
4544,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52403,!!! DenturePartAcrylicPalatal/Lingual Bar-Max & Mand,,,,,,,,,,,,,,,,,,
4545,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52400,!!!MaxillaryChrome Cobalt Palatal Connector/Rests/Clas,,,,,,,,,,,,,,,,,,
4546,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52321,!!!Wrought Bar(Lingual)With Rests/Clasps Mandibular Par,,,,,,,,,,,,,,,,,,
4547,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52320,!!!Wrought Bar(Palatal)With Rests/Clasps Maxillary Part,,,,,,,,,,,,,,,,,,
4548,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52313,!!! DenturePartialAcrylicClasps &/or Rests-Mx&Mn,,,,,,,,,,,,,,,,,,
4549,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52303,!!! DenturePartialAcrylicw\Clasps and/or Rests-Mx&Mn,,,,,,,,,,,,,,,,,,
4550,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52231,!!!Acrylic Base With Gold/Chrome Clasps Mandibular Part,,,,,,,,,,,,,,,,,,
4552,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52221,!!!Acrylic Base With Without Clasps Mandibular Partial,,,,,,,,,,,,,,,,,,
4553,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52220,!!!Acrylic Base With/Without Clasps Maxillary partial,,,,,,,,,,,,,,,,,,
4554,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52213,!!! DenturePartialAcrylicResilient RetImmed-Mx&Mn,,,,,,,,,,,,,,,,,,
4555,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52203,!!! Denture PartialAcrylic Resilient Ret-Max&Mand,,,,,,,,,,,,,,,,,,
4556,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52123,Denture Partial Acrylic Base Immed Prov Max+Mand,,,,,,,,,,,,,,,,,,
4558,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52113,!!! DenturePartialAcrylic BaseImmediate-Max + Mand,,,,,,,,,,,,,,,,,,
4559,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52103,!!! DenturePartialAcrylic BaseProvisional-Max + Man,,,,,,,,,,,,,,,,,,
4560,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51803,!!!Complete Immediate Maxillary & Mandibular Overdentur,,,,,,,,,,,,,,,,,,
4561,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51802,!!!Complete Immediate Mandibular OverDenture,,,,,,,,,,,,,,,,,,
4562,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51801,!!!Complete Immediate Maxillary OverDenture,,,,,,,,,,,,,,,,,,
4564,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51702,!!!Complete Mandibular OverDenture,,,,,,,,,,,,,,,,,,
4565,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51701,!!!Complete Maxillary OverDenture,,,,,,,,,,,,,,,,,,
4566,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51620,!!!Transitional Complete Maxillary And Mandibular Dentu,,,,,,,,,,,,,,,,,,
4567,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51613,Dentures Complete Provisional Surgical Max + Mand comb,,,,,,,,,,,,,,,,,,
4568,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51610,!!!Transitional Complete Mandibular Denture,,,,,,,,,,,,,,,,,,
4570,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51600,!!!Transitional Complete Maxillary Denture,,,,,,,,,,,,,,,,,,
4571,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51320,!!!Immediate Complete Maxillary And Mandibular Dentures,,,,,,,,,,,,,,,,,,
4572,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51310,!!!Immediate Complete Mandibular Denture,,,,,,,,,,,,,,,,,,
4573,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51303,!!! Denture Complete Surgical Immediate - Max+Mand+L,,,,,,,,,,,,,,,,,,
4577,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51103,!!! Denture Complete Standard -Maxillary and Mand,,,,,,,,,,,,,,,,,,
4578,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51100,!!!Complete Maxillary Denture,,,,,,,,,,,,,,,,,,
4582,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49421,Hygiene,,,,,,,,,,,,,,,,,,
4584,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49218,,,,,,,,,,,,,,,,,,,
4585,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49217,!!!,,,,,,,,,,,,,,,,,,
4586,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49212,!!!,,,,,,,,,,,,,,,,,,
4587,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49211,!!! Periodontal Irrigation Subgingival - 1 unit,,Periodontal Services,,,,,,,,,,,,,,,,
4588,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49210,,,,,,,,,,,,,,,,,,,
4589,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49011,!!!Periodic Maintenance/Adjustments/Repair To TMJ Appl.,,Periodontal Services,,,,,,,,,,,,,,,,
